caption,comment,label
Kinh nghiệm giải quyết Hành nghề luật sư,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Kinh nghiệm giải quyết Hành nghề luật sư,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Thắc mắc về Ngân hàng,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Thắc mắc về Ngân hàng,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Trao đổi về vấn đề Bảo hiểm,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Trao đổi về vấn đề Bảo hiểm,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Tư vấn miễn phí lĩnh vực Lao động,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Tư vấn miễn phí lĩnh vực Lao động,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Thắc mắc về Lao động,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Thắc mắc về Lao động,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Tư vấn miễn phí lĩnh vực Ngân hàng,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Tư vấn miễn phí lĩnh vực Ngân hàng,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Tư vấn miễn phí lĩnh vực Hôn nhân và gia đình,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Tư vấn miễn phí lĩnh vực Hôn nhân và gia đình,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Hỏi luật sư: Hành chính,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Hỏi luật sư: Hành chính,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Thắc mắc về Người tiêu dùng,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Thắc mắc về Người tiêu dùng,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Trao đổi về vấn đề Người tiêu dùng,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Trao đổi về vấn đề Người tiêu dùng,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Tư vấn pháp luật Người tiêu dùng,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Tư vấn pháp luật Người tiêu dùng,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Câu hỏi pháp lý – Thừa kế,Cá nhân có thể mở công ty mà không cần đăng ký giấy phép.,1
Câu hỏi pháp lý – Thừa kế,Doanh nghiệp phải đăng ký kinh doanh trước khi hoạt động.,0
Hỏi đáp Đất đai,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Hỏi đáp Đất đai,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Quy định mới về An toàn lao động,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Quy định mới về An toàn lao động,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Quy định mới về Giao thông,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Quy định mới về Giao thông,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Xin tư vấn luật Doanh nghiệp,Doanh nghiệp phải đăng ký kinh doanh trước khi hoạt động.,0
Xin tư vấn luật Doanh nghiệp,Cá nhân có thể mở công ty mà không cần đăng ký giấy phép.,1
Xin tư vấn luật Hành nghề luật sư,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Xin tư vấn luật Hành nghề luật sư,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Tư vấn pháp luật Đất đai,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Tư vấn pháp luật Đất đai,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Xin tư vấn luật Hợp đồng,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Xin tư vấn luật Hợp đồng,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Hỏi luật sư: Hành nghề luật sư,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Hỏi luật sư: Hành nghề luật sư,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Quy định mới về Hôn nhân và gia đình,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Quy định mới về Hôn nhân và gia đình,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Hỏi đáp Hình sự,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Hỏi đáp Hình sự,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Xin tư vấn luật Hôn nhân và gia đình,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Xin tư vấn luật Hôn nhân và gia đình,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Câu hỏi pháp lý – Hành chính,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Câu hỏi pháp lý – Hành chính,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Hỏi đáp Di trú,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Hỏi đáp Di trú,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Xin tư vấn luật Đất đai,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Xin tư vấn luật Đất đai,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Tư vấn pháp luật Sở hữu trí tuệ,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Tư vấn pháp luật Sở hữu trí tuệ,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Câu hỏi pháp lý – Ngân hàng,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Câu hỏi pháp lý – Ngân hàng,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Hỏi luật sư: Di trú,Cá nhân có thể mở công ty mà không cần đăng ký giấy phép.,1
Hỏi luật sư: Di trú,Doanh nghiệp phải đăng ký kinh doanh trước khi hoạt động.,0
Tư vấn miễn phí lĩnh vực Hành nghề luật sư,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Tư vấn miễn phí lĩnh vực Hành nghề luật sư,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Tư vấn miễn phí lĩnh vực Hợp đồng,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Tư vấn miễn phí lĩnh vực Hợp đồng,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Hỏi đáp Hành chính,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Hỏi đáp Hành chính,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Trao đổi về vấn đề Hôn nhân và gia đình,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Trao đổi về vấn đề Hôn nhân và gia đình,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Trao đổi về vấn đề Môi trường,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Trao đổi về vấn đề Môi trường,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Xin tư vấn luật Công chứng,Doanh nghiệp phải đăng ký kinh doanh trước khi hoạt động.,0
Xin tư vấn luật Công chứng,Cá nhân có thể mở công ty mà không cần đăng ký giấy phép.,1
Kinh nghiệm giải quyết Ngân hàng,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Kinh nghiệm giải quyết Ngân hàng,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Hỏi đáp Hôn nhân và gia đình,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Hỏi đáp Hôn nhân và gia đình,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Hỏi đáp Thừa kế,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Hỏi đáp Thừa kế,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Câu hỏi pháp lý – Di trú,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Câu hỏi pháp lý – Di trú,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Câu hỏi pháp lý – Di trú,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Câu hỏi pháp lý – Di trú,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Thắc mắc về Di trú,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Thắc mắc về Di trú,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Câu hỏi pháp lý – Thuế,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Câu hỏi pháp lý – Thuế,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Câu hỏi pháp lý – Lao động,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Câu hỏi pháp lý – Lao động,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Tư vấn pháp luật Di trú,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Tư vấn pháp luật Di trú,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Tư vấn pháp luật Lao động,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Tư vấn pháp luật Lao động,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Kinh nghiệm giải quyết Hình sự,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Kinh nghiệm giải quyết Hình sự,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Quy định mới về Di trú,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Quy định mới về Di trú,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Thắc mắc về Hành chính,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Thắc mắc về Hành chính,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Xin tư vấn luật Môi trường,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Xin tư vấn luật Môi trường,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Hỏi luật sư: Hình sự,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Hỏi luật sư: Hình sự,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Xin tư vấn luật Giao thông,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Xin tư vấn luật Giao thông,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Hỏi đáp Bảo hiểm,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Hỏi đáp Bảo hiểm,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Kinh nghiệm giải quyết Di trú,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Kinh nghiệm giải quyết Di trú,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Câu hỏi pháp lý – Hành nghề luật sư,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Câu hỏi pháp lý – Hành nghề luật sư,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Quy định mới về Công chứng,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Quy định mới về Công chứng,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Xin tư vấn luật Di trú,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Xin tư vấn luật Di trú,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Trao đổi về vấn đề Công chứng,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Trao đổi về vấn đề Công chứng,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Tư vấn miễn phí lĩnh vực Giao thông,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Tư vấn miễn phí lĩnh vực Giao thông,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Tư vấn miễn phí lĩnh vực Giao thông,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Tư vấn miễn phí lĩnh vực Giao thông,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Trao đổi về vấn đề Hành chính,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Trao đổi về vấn đề Hành chính,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Câu hỏi pháp lý – Giao thông,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Câu hỏi pháp lý – Giao thông,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Hỏi luật sư: Công chứng,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Hỏi luật sư: Công chứng,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Trao đổi về vấn đề Môi trường,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Trao đổi về vấn đề Môi trường,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Thắc mắc về Doanh nghiệp,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Thắc mắc về Doanh nghiệp,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Hỏi luật sư: Người tiêu dùng,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Hỏi luật sư: Người tiêu dùng,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Câu hỏi pháp lý – Doanh nghiệp,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Câu hỏi pháp lý – Doanh nghiệp,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Câu hỏi pháp lý – Đất đai,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Câu hỏi pháp lý – Đất đai,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Thắc mắc về Đất đai,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Thắc mắc về Đất đai,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Hỏi đáp Thuế,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Hỏi đáp Thuế,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Trao đổi về vấn đề Dân sự,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Trao đổi về vấn đề Dân sự,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Hỏi luật sư: Doanh nghiệp,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Hỏi luật sư: Doanh nghiệp,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Quy định mới về Công chứng,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Quy định mới về Công chứng,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Tư vấn pháp luật Di trú,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Tư vấn pháp luật Di trú,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Thắc mắc về Môi trường,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Thắc mắc về Môi trường,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Hỏi luật sư: Thuế,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Hỏi luật sư: Thuế,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Câu hỏi pháp lý – Môi trường,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Câu hỏi pháp lý – Môi trường,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Xin tư vấn luật Thừa kế,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Xin tư vấn luật Thừa kế,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Xin tư vấn luật Doanh nghiệp,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Xin tư vấn luật Doanh nghiệp,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Quy định mới về Sở hữu trí tuệ,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Quy định mới về Sở hữu trí tuệ,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Hỏi đáp Doanh nghiệp,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Hỏi đáp Doanh nghiệp,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Tư vấn pháp luật Hành nghề luật sư,Cá nhân có thể mở công ty mà không cần đăng ký giấy phép.,1
Tư vấn pháp luật Hành nghề luật sư,Doanh nghiệp phải đăng ký kinh doanh trước khi hoạt động.,0
Kinh nghiệm giải quyết Người tiêu dùng,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Kinh nghiệm giải quyết Người tiêu dùng,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Hỏi luật sư: Thừa kế,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Hỏi luật sư: Thừa kế,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Trao đổi về vấn đề Bảo hiểm,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Trao đổi về vấn đề Bảo hiểm,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Câu hỏi pháp lý – Hành nghề luật sư,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Câu hỏi pháp lý – Hành nghề luật sư,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Xin tư vấn luật Ngân hàng,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Xin tư vấn luật Ngân hàng,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Hỏi luật sư: Dân sự,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Hỏi luật sư: Dân sự,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Tư vấn miễn phí lĩnh vực Dân sự,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Tư vấn miễn phí lĩnh vực Dân sự,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Xin tư vấn luật Di trú,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Xin tư vấn luật Di trú,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Hỏi đáp Dân sự,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Hỏi đáp Dân sự,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Kinh nghiệm giải quyết Hành nghề luật sư,"Khi kết hôn, nam từ đủ 20 tuổi, nữ từ đủ 18 tuổi trở lên mới hợp pháp.",0
Kinh nghiệm giải quyết Hành nghề luật sư,Người chưa đủ tuổi vẫn có thể đăng ký kết hôn nếu được cha mẹ đồng ý.,1
Kinh nghiệm giải quyết Di trú,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Kinh nghiệm giải quyết Di trú,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Hỏi đáp Doanh nghiệp,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Hỏi đáp Doanh nghiệp,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Xin tư vấn luật Hành chính,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Xin tư vấn luật Hành chính,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Trao đổi về vấn đề Người tiêu dùng,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Trao đổi về vấn đề Người tiêu dùng,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Thắc mắc về Thừa kế,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
Thắc mắc về Thừa kế,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Tư vấn pháp luật Hình sự,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Tư vấn pháp luật Hình sự,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Hỏi đáp Hợp đồng,Khi chuyển nhượng quyền sử dụng đất phải có giấy chứng nhận và công chứng hợp đồng.,0
Hỏi đáp Hợp đồng,Mua bán đất chỉ cần thỏa thuận bằng miệng giữa hai bên là có hiệu lực.,1
Thắc mắc về Công chứng,Người phạm tội do cố ý bị xử lý nghiêm khắc hơn tội phạm vô ý.,0
Thắc mắc về Công chứng,Người chưa thành niên phạm tội bị xử lý như người trưởng thành.,1
Quy định mới về Di trú,Người lao động tự chịu chi phí điều trị khi bị tai nạn tại nơi làm việc.,1
Quy định mới về Di trú,Người lao động bị tai nạn trong khi làm việc được hưởng bảo hiểm theo quy định.,0
Quy định mới về Người tiêu dùng,Công dân không có quyền khiếu nại đối với quyết định hành chính.,1
Quy định mới về Người tiêu dùng,"Công dân có quyền khiếu nại, tố cáo hành vi sai trái của cơ quan nhà nước.",0
Câu hỏi pháp lý – Môi trường,Hợp đồng dân sự có hiệu lực khi các bên tự nguyện và có năng lực hành vi dân sự.,0
Câu hỏi pháp lý – Môi trường,Hợp đồng dân sự có thể vô hiệu dù các bên tự nguyện ký kết.,1
